name,display_name,types,image,generation,generation_label,total,hp,attack,defense,sp_atk,sp_def,speed,level,evolution_paths
minior,Minior,"[""Rock"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/minior.jpg,generation-vii,Generation VII,,,,,,,,,
komala,Komala,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/komala.jpg,generation-vii,Generation VII,480.0,65.0,115.0,65.0,,,65.0,,
turtonator,Turtonator,"[""Fire"", ""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/turtonator.jpg,generation-vii,Generation VII,485.0,60.0,78.0,135.0,,,36.0,,
togedemaru,Togedemaru,"[""Electric"", ""Steel""]",https://img.pokemondb.net/sprites/home/normal/2x/togedemaru.jpg,generation-vii,Generation VII,435.0,65.0,98.0,63.0,,,96.0,,
mimikyu,Mimikyu,"[""Ghost"", ""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/mimikyu.jpg,generation-vii,Generation VII,476.0,55.0,90.0,80.0,,,96.0,,
bruxish,Bruxish,"[""Water"", ""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/bruxish.jpg,generation-vii,Generation VII,475.0,68.0,105.0,70.0,,,92.0,,
drampa,Drampa,"[""Normal"", ""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/drampa.jpg,generation-vii,Generation VII,485.0,78.0,60.0,85.0,,,36.0,,
dhelmise,Dhelmise,"[""Ghost"", ""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/dhelmise.jpg,generation-vii,Generation VII,517.0,70.0,131.0,100.0,,,40.0,,
jangmo-o,Jangmo-o,"[""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/jangmo-o.jpg,generation-vii,Generation VII,300.0,45.0,55.0,65.0,,,45.0,(Level 35),"[{""evolves_to"": ""Hakamo-o"", ""condition"": ""(Level 35)""}]"
hakamo-o,Hakamo-o,"[""Dragon"", ""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/hakamo-o.jpg,generation-vii,Generation VII,420.0,55.0,75.0,90.0,,,65.0,(Level 45),"[{""evolves_to"": ""Kommo-o"", ""condition"": ""(Level 45)""}]"
kommo-o,Kommo-o,"[""Dragon"", ""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/kommo-o.jpg,generation-vii,Generation VII,600.0,75.0,110.0,125.0,,,85.0,,[]
tapu koko,Tapu Koko,"[""Electric"", ""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/tapu-koko.jpg,generation-vii,Generation VII,570.0,70.0,115.0,85.0,,,130.0,,
tapu lele,Tapu Lele,"[""Psychic"", ""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/tapu-lele.jpg,generation-vii,Generation VII,570.0,70.0,85.0,75.0,,,95.0,,
tapu bulu,Tapu Bulu,"[""Grass"", ""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/tapu-bulu.jpg,generation-vii,Generation VII,570.0,70.0,130.0,115.0,,,75.0,,
tapu fini,Tapu Fini,"[""Water"", ""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/tapu-fini.jpg,generation-vii,Generation VII,570.0,70.0,75.0,115.0,,,85.0,,
cosmog,Cosmog,"[""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/cosmog.jpg,generation-vii,Generation VII,200.0,43.0,29.0,31.0,,,37.0,(Level 43),"[{""evolves_to"": ""Cosmoem"", ""condition"": ""(Level 43)""}]"
cosmoem,Cosmoem,"[""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/cosmoem.jpg,generation-vii,Generation VII,400.0,43.0,29.0,131.0,,,37.0,,[]
solgaleo,Solgaleo,"[""Psychic"", ""Steel""]",https://img.pokemondb.net/sprites/home/normal/2x/solgaleo.jpg,generation-vii,Generation VII,680.0,137.0,137.0,107.0,,,97.0,,[]
lunala,Lunala,"[""Psychic"", ""Ghost""]",https://img.pokemondb.net/sprites/home/normal/2x/lunala.jpg,generation-vii,Generation VII,680.0,137.0,113.0,89.0,,,97.0,,[]
nihilego,Nihilego,"[""Rock"", ""Poison""]",https://img.pokemondb.net/sprites/home/normal/2x/nihilego.jpg,generation-vii,Generation VII,570.0,109.0,53.0,47.0,,,103.0,,
buzzwole,Buzzwole,"[""Bug"", ""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/buzzwole.jpg,generation-vii,Generation VII,570.0,107.0,139.0,139.0,,,79.0,,
pheromosa,Pheromosa,"[""Bug"", ""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/pheromosa.jpg,generation-vii,Generation VII,570.0,71.0,137.0,37.0,,,151.0,,
xurkitree,Xurkitree,"[""Electric""]",https://img.pokemondb.net/sprites/home/normal/2x/xurkitree.jpg,generation-vii,Generation VII,570.0,83.0,89.0,71.0,,,83.0,,
celesteela,Celesteela,"[""Steel"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/celesteela.jpg,generation-vii,Generation VII,570.0,97.0,101.0,103.0,,,61.0,,
kartana,Kartana,"[""Grass"", ""Steel""]",https://img.pokemondb.net/sprites/home/normal/2x/kartana.jpg,generation-vii,Generation VII,570.0,59.0,181.0,131.0,,,109.0,,
guzzlord,Guzzlord,"[""Dark"", ""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/guzzlord.jpg,generation-vii,Generation VII,570.0,223.0,101.0,53.0,,,43.0,,
necrozma,Necrozma,"[""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/necrozma.jpg,generation-vii,Generation VII,600.0,97.0,107.0,101.0,,,79.0,,
magearna,Magearna,"[""Steel"", ""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/magearna.jpg,generation-vii,Generation VII,600.0,80.0,95.0,115.0,,,65.0,,
marshadow,Marshadow,"[""Fighting"", ""Ghost""]",https://img.pokemondb.net/sprites/home/normal/2x/marshadow.jpg,generation-vii,Generation VII,600.0,90.0,125.0,80.0,,,125.0,,
poipole,Poipole,"[""Poison""]",https://img.pokemondb.net/sprites/home/normal/2x/poipole.jpg,generation-vii,Generation VII,420.0,67.0,73.0,67.0,,,73.0,(after Dragon Pulse learned),"[{""evolves_to"": ""Naganadel"", ""condition"": ""(after Dragon Pulse learned)""}]"
naganadel,Naganadel,"[""Poison"", ""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/naganadel.jpg,generation-vii,Generation VII,540.0,73.0,73.0,73.0,,,121.0,,[]
stakataka,Stakataka,"[""Rock"", ""Steel""]",https://img.pokemondb.net/sprites/home/normal/2x/stakataka.jpg,generation-vii,Generation VII,570.0,61.0,131.0,211.0,,,13.0,,
blacephalon,Blacephalon,"[""Fire"", ""Ghost""]",https://img.pokemondb.net/sprites/home/normal/2x/blacephalon.jpg,generation-vii,Generation VII,570.0,53.0,127.0,53.0,,,107.0,,
zeraora,Zeraora,"[""Electric""]",https://img.pokemondb.net/sprites/home/normal/2x/zeraora.jpg,generation-vii,Generation VII,600.0,88.0,112.0,75.0,,,143.0,,
meltan,Meltan,"[""Steel""]",https://img.pokemondb.net/sprites/home/normal/2x/meltan.jpg,generation-vii,Generation VII,300.0,46.0,65.0,65.0,,,34.0,"(Pokémon GO only, 400 Meltan Candies)","[{""evolves_to"": ""Melmetal"", ""condition"": ""(Pokémon GO only, 400 Meltan Candies)""}]"
melmetal,Melmetal,"[""Steel""]",https://img.pokemondb.net/sprites/home/normal/2x/melmetal.jpg,generation-vii,Generation VII,600.0,135.0,143.0,143.0,,,34.0,,[]
grookey,Grookey,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/grookey.jpg,generation-viii,Generation VIII,310.0,50.0,65.0,50.0,,,65.0,(Level 16),"[{""evolves_to"": ""Thwackey"", ""condition"": ""(Level 16)""}]"
thwackey,Thwackey,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/thwackey.jpg,generation-viii,Generation VIII,420.0,70.0,85.0,70.0,,,80.0,(Level 35),"[{""evolves_to"": ""Rillaboom"", ""condition"": ""(Level 35)""}]"
rillaboom,Rillaboom,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/rillaboom.jpg,generation-viii,Generation VIII,530.0,100.0,125.0,90.0,,,85.0,,[]
scorbunny,Scorbunny,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/scorbunny.jpg,generation-viii,Generation VIII,310.0,50.0,71.0,40.0,,,69.0,(Level 16),"[{""evolves_to"": ""Raboot"", ""condition"": ""(Level 16)""}]"
raboot,Raboot,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/raboot.jpg,generation-viii,Generation VIII,420.0,65.0,86.0,60.0,,,94.0,(Level 35),"[{""evolves_to"": ""Cinderace"", ""condition"": ""(Level 35)""}]"
cinderace,Cinderace,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/cinderace.jpg,generation-viii,Generation VIII,530.0,80.0,116.0,75.0,,,119.0,,[]
sobble,Sobble,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/sobble.jpg,generation-viii,Generation VIII,310.0,50.0,40.0,40.0,,,70.0,(Level 16),"[{""evolves_to"": ""Drizzile"", ""condition"": ""(Level 16)""}]"
drizzile,Drizzile,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/drizzile.jpg,generation-viii,Generation VIII,420.0,65.0,60.0,55.0,,,90.0,(Level 35),"[{""evolves_to"": ""Inteleon"", ""condition"": ""(Level 35)""}]"
inteleon,Inteleon,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/inteleon.jpg,generation-viii,Generation VIII,530.0,70.0,85.0,65.0,,,120.0,,[]
skwovet,Skwovet,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/skwovet.jpg,generation-viii,Generation VIII,275.0,70.0,55.0,55.0,,,25.0,(Level 24),"[{""evolves_to"": ""Greedent"", ""condition"": ""(Level 24)""}]"
greedent,Greedent,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/greedent.jpg,generation-viii,Generation VIII,460.0,120.0,95.0,95.0,,,20.0,,[]
rookidee,Rookidee,"[""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/rookidee.jpg,generation-viii,Generation VIII,245.0,38.0,47.0,35.0,,,57.0,(Level 18),"[{""evolves_to"": ""Corvisquire"", ""condition"": ""(Level 18)""}]"
corvisquire,Corvisquire,"[""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/corvisquire.jpg,generation-viii,Generation VIII,365.0,68.0,67.0,55.0,,,77.0,(Level 38),"[{""evolves_to"": ""Corviknight"", ""condition"": ""(Level 38)""}]"
corviknight,Corviknight,"[""Flying"", ""Steel""]",https://img.pokemondb.net/sprites/home/normal/2x/corviknight.jpg,generation-viii,Generation VIII,495.0,98.0,87.0,105.0,,,67.0,,[]
blipbug,Blipbug,"[""Bug""]",https://img.pokemondb.net/sprites/home/normal/2x/blipbug.jpg,generation-viii,Generation VIII,180.0,25.0,20.0,20.0,,,45.0,(Level 10),"[{""evolves_to"": ""Dottler"", ""condition"": ""(Level 10)""}]"
dottler,Dottler,"[""Bug"", ""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/dottler.jpg,generation-viii,Generation VIII,335.0,50.0,35.0,80.0,,,30.0,(Level 30),"[{""evolves_to"": ""Orbeetle"", ""condition"": ""(Level 30)""}]"
orbeetle,Orbeetle,"[""Bug"", ""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/orbeetle.jpg,generation-viii,Generation VIII,505.0,60.0,45.0,110.0,,,90.0,,[]
nickit,Nickit,"[""Dark""]",https://img.pokemondb.net/sprites/home/normal/2x/nickit.jpg,generation-viii,Generation VIII,245.0,40.0,28.0,28.0,,,50.0,(Level 18),"[{""evolves_to"": ""Thievul"", ""condition"": ""(Level 18)""}]"
thievul,Thievul,"[""Dark""]",https://img.pokemondb.net/sprites/home/normal/2x/thievul.jpg,generation-viii,Generation VIII,455.0,70.0,58.0,58.0,,,90.0,,[]
gossifleur,Gossifleur,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/gossifleur.jpg,generation-viii,Generation VIII,250.0,40.0,40.0,60.0,,,10.0,(Level 20),"[{""evolves_to"": ""Eldegoss"", ""condition"": ""(Level 20)""}]"
eldegoss,Eldegoss,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/eldegoss.jpg,generation-viii,Generation VIII,460.0,60.0,50.0,90.0,,,60.0,,[]
wooloo,Wooloo,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/wooloo.jpg,generation-viii,Generation VIII,270.0,42.0,40.0,55.0,,,48.0,(Level 24),"[{""evolves_to"": ""Dubwool"", ""condition"": ""(Level 24)""}]"
dubwool,Dubwool,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/dubwool.jpg,generation-viii,Generation VIII,490.0,72.0,80.0,100.0,,,88.0,,[]
chewtle,Chewtle,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/chewtle.jpg,generation-viii,Generation VIII,284.0,50.0,64.0,50.0,,,44.0,(Level 22),"[{""evolves_to"": ""Drednaw"", ""condition"": ""(Level 22)""}]"
drednaw,Drednaw,"[""Water"", ""Rock""]",https://img.pokemondb.net/sprites/home/normal/2x/drednaw.jpg,generation-viii,Generation VIII,485.0,90.0,115.0,90.0,,,74.0,,[]
yamper,Yamper,"[""Electric""]",https://img.pokemondb.net/sprites/home/normal/2x/yamper.jpg,generation-viii,Generation VIII,270.0,59.0,45.0,50.0,,,26.0,(Level 25),"[{""evolves_to"": ""Boltund"", ""condition"": ""(Level 25)""}]"
boltund,Boltund,"[""Electric""]",https://img.pokemondb.net/sprites/home/normal/2x/boltund.jpg,generation-viii,Generation VIII,490.0,69.0,90.0,60.0,,,121.0,,[]
rolycoly,Rolycoly,"[""Rock""]",https://img.pokemondb.net/sprites/home/normal/2x/rolycoly.jpg,generation-viii,Generation VIII,240.0,30.0,40.0,50.0,,,30.0,(Level 18),"[{""evolves_to"": ""Carkol"", ""condition"": ""(Level 18)""}]"
carkol,Carkol,"[""Rock"", ""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/carkol.jpg,generation-viii,Generation VIII,410.0,80.0,60.0,90.0,,,50.0,(Level 34),"[{""evolves_to"": ""Coalossal"", ""condition"": ""(Level 34)""}]"
coalossal,Coalossal,"[""Rock"", ""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/coalossal.jpg,generation-viii,Generation VIII,510.0,110.0,80.0,120.0,,,30.0,,[]
applin,Applin,"[""Grass"", ""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/applin.jpg,generation-viii,Generation VIII,260.0,40.0,40.0,80.0,,,20.0,,[]
flapple,Flapple,"[""Grass"", ""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/flapple.jpg,generation-viii,Generation VIII,485.0,70.0,110.0,80.0,,,70.0,,[]
appletun,Appletun,"[""Grass"", ""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/appletun.jpg,generation-viii,Generation VIII,485.0,110.0,85.0,80.0,,,30.0,,[]
silicobra,Silicobra,"[""Ground""]",https://img.pokemondb.net/sprites/home/normal/2x/silicobra.jpg,generation-viii,Generation VIII,315.0,52.0,57.0,75.0,,,46.0,(Level 36),"[{""evolves_to"": ""Sandaconda"", ""condition"": ""(Level 36)""}]"
sandaconda,Sandaconda,"[""Ground""]",https://img.pokemondb.net/sprites/home/normal/2x/sandaconda.jpg,generation-viii,Generation VIII,510.0,72.0,107.0,125.0,,,71.0,,[]
cramorant,Cramorant,"[""Flying"", ""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/cramorant.jpg,generation-viii,Generation VIII,475.0,70.0,85.0,55.0,,,85.0,,
arrokuda,Arrokuda,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/arrokuda.jpg,generation-viii,Generation VIII,280.0,41.0,63.0,40.0,,,66.0,(Level 26),"[{""evolves_to"": ""Barraskewda"", ""condition"": ""(Level 26)""}]"
barraskewda,Barraskewda,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/barraskewda.jpg,generation-viii,Generation VIII,490.0,61.0,123.0,60.0,,,136.0,,[]
toxel,Toxel,"[""Electric"", ""Poison""]",https://img.pokemondb.net/sprites/home/normal/2x/toxel.jpg,generation-viii,Generation VIII,242.0,40.0,38.0,35.0,,,40.0,,[]
toxtricity,Toxtricity,"[""Electric"", ""Poison""]",https://img.pokemondb.net/sprites/home/normal/2x/toxtricity.jpg,generation-viii,Generation VIII,,,,,,,,,
sizzlipede,Sizzlipede,"[""Fire"", ""Bug""]",https://img.pokemondb.net/sprites/home/normal/2x/sizzlipede.jpg,generation-viii,Generation VIII,305.0,50.0,65.0,45.0,,,45.0,(Level 28),"[{""evolves_to"": ""Centiskorch"", ""condition"": ""(Level 28)""}]"
centiskorch,Centiskorch,"[""Fire"", ""Bug""]",https://img.pokemondb.net/sprites/home/normal/2x/centiskorch.jpg,generation-viii,Generation VIII,525.0,100.0,115.0,65.0,,,65.0,,[]
clobbopus,Clobbopus,"[""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/clobbopus.jpg,generation-viii,Generation VIII,310.0,50.0,68.0,60.0,,,32.0,(after Taunt learned),"[{""evolves_to"": ""Grapploct"", ""condition"": ""(after Taunt learned)""}]"
grapploct,Grapploct,"[""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/grapploct.jpg,generation-viii,Generation VIII,480.0,80.0,118.0,90.0,,,42.0,,[]
sinistea,Sinistea,"[""Ghost""]",https://img.pokemondb.net/sprites/home/normal/2x/sinistea.jpg,generation-viii,Generation VIII,308.0,40.0,45.0,45.0,,,50.0,(use Cracked Pot),"[{""evolves_to"": ""Polteageist"", ""condition"": ""(use Cracked Pot)""}]"
polteageist,Polteageist,"[""Ghost""]",https://img.pokemondb.net/sprites/home/normal/2x/polteageist.jpg,generation-viii,Generation VIII,508.0,60.0,65.0,65.0,,,70.0,,[]
hatenna,Hatenna,"[""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/hatenna.jpg,generation-viii,Generation VIII,265.0,42.0,30.0,45.0,,,39.0,(Level 32),"[{""evolves_to"": ""Hattrem"", ""condition"": ""(Level 32)""}]"
hattrem,Hattrem,"[""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/hattrem.jpg,generation-viii,Generation VIII,370.0,57.0,40.0,65.0,,,49.0,(Level 42),"[{""evolves_to"": ""Hatterene"", ""condition"": ""(Level 42)""}]"
hatterene,Hatterene,"[""Psychic"", ""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/hatterene.jpg,generation-viii,Generation VIII,510.0,57.0,90.0,95.0,,,29.0,,[]
impidimp,Impidimp,"[""Dark"", ""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/impidimp.jpg,generation-viii,Generation VIII,265.0,45.0,45.0,30.0,,,50.0,(Level 32),"[{""evolves_to"": ""Morgrem"", ""condition"": ""(Level 32)""}]"
morgrem,Morgrem,"[""Dark"", ""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/morgrem.jpg,generation-viii,Generation VIII,370.0,65.0,60.0,45.0,,,70.0,(Level 42),"[{""evolves_to"": ""Grimmsnarl"", ""condition"": ""(Level 42)""}]"
grimmsnarl,Grimmsnarl,"[""Dark"", ""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/grimmsnarl.jpg,generation-viii,Generation VIII,510.0,95.0,120.0,65.0,,,60.0,,[]
obstagoon,Obstagoon,"[""Dark"", ""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/obstagoon.jpg,generation-viii,Generation VIII,520.0,93.0,90.0,101.0,,,95.0,,[]
perrserker,Perrserker,"[""Steel""]",https://img.pokemondb.net/sprites/home/normal/2x/perrserker.jpg,generation-viii,Generation VIII,440.0,70.0,110.0,100.0,,,50.0,,[]
cursola,Cursola,"[""Ghost""]",https://img.pokemondb.net/sprites/home/normal/2x/cursola.jpg,generation-viii,Generation VIII,510.0,60.0,95.0,50.0,,,30.0,,[]
sirfetch'd,Sirfetch'd,"[""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/sirfetchd.jpg,generation-viii,Generation VIII,507.0,62.0,135.0,95.0,,,65.0,,[]
mr. rime,Mr. Rime,"[""Ice"", ""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/mr-rime.jpg,generation-viii,Generation VIII,520.0,80.0,85.0,75.0,,,70.0,,[]
runerigus,Runerigus,"[""Ground"", ""Ghost""]",https://img.pokemondb.net/sprites/home/normal/2x/runerigus.jpg,generation-viii,Generation VIII,483.0,58.0,95.0,145.0,,,30.0,,[]
milcery,Milcery,"[""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/milcery.jpg,generation-viii,Generation VIII,270.0,45.0,40.0,40.0,,,34.0,(spin around holding Sweet),"[{""evolves_to"": ""Alcremie"", ""condition"": ""(spin around holding Sweet)""}]"
alcremie,Alcremie,"[""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/alcremie.jpg,generation-viii,Generation VIII,495.0,65.0,60.0,75.0,,,64.0,,[]
falinks,Falinks,"[""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/falinks.jpg,generation-viii,Generation VIII,470.0,65.0,100.0,100.0,,,75.0,,
pincurchin,Pincurchin,"[""Electric""]",https://img.pokemondb.net/sprites/home/normal/2x/pincurchin.jpg,generation-viii,Generation VIII,435.0,48.0,101.0,95.0,,,15.0,,
snom,Snom,"[""Ice"", ""Bug""]",https://img.pokemondb.net/sprites/home/normal/2x/snom.jpg,generation-viii,Generation VIII,185.0,30.0,25.0,35.0,,,20.0,"(high Friendship, Nighttime)","[{""evolves_to"": ""Frosmoth"", ""condition"": ""(high Friendship, Nighttime)""}]"
frosmoth,Frosmoth,"[""Ice"", ""Bug""]",https://img.pokemondb.net/sprites/home/normal/2x/frosmoth.jpg,generation-viii,Generation VIII,475.0,70.0,65.0,60.0,,,65.0,,[]
stonjourner,Stonjourner,"[""Rock""]",https://img.pokemondb.net/sprites/home/normal/2x/stonjourner.jpg,generation-viii,Generation VIII,470.0,100.0,125.0,135.0,,,70.0,,
eiscue,Eiscue,"[""Ice""]",https://img.pokemondb.net/sprites/home/normal/2x/eiscue.jpg,generation-viii,Generation VIII,,,,,,,,,
indeedee,Indeedee,"[""Psychic"", ""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/indeedee.jpg,generation-viii,Generation VIII,,,,,,,,,
morpeko,Morpeko,"[""Electric"", ""Dark""]",https://img.pokemondb.net/sprites/home/normal/2x/morpeko.jpg,generation-viii,Generation VIII,,,,,,,,,
cufant,Cufant,"[""Steel""]",https://img.pokemondb.net/sprites/home/normal/2x/cufant.jpg,generation-viii,Generation VIII,330.0,72.0,80.0,49.0,,,40.0,(Level 34),"[{""evolves_to"": ""Copperajah"", ""condition"": ""(Level 34)""}]"
copperajah,Copperajah,"[""Steel""]",https://img.pokemondb.net/sprites/home/normal/2x/copperajah.jpg,generation-viii,Generation VIII,500.0,122.0,130.0,69.0,,,30.0,,[]
dracozolt,Dracozolt,"[""Electric"", ""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/dracozolt.jpg,generation-viii,Generation VIII,505.0,90.0,100.0,90.0,,,75.0,,
arctozolt,Arctozolt,"[""Electric"", ""Ice""]",https://img.pokemondb.net/sprites/home/normal/2x/arctozolt.jpg,generation-viii,Generation VIII,505.0,90.0,100.0,90.0,,,55.0,,
dracovish,Dracovish,"[""Water"", ""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/dracovish.jpg,generation-viii,Generation VIII,505.0,90.0,90.0,100.0,,,75.0,,
arctovish,Arctovish,"[""Water"", ""Ice""]",https://img.pokemondb.net/sprites/home/normal/2x/arctovish.jpg,generation-viii,Generation VIII,505.0,90.0,90.0,100.0,,,55.0,,
duraludon,Duraludon,"[""Steel"", ""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/duraludon.jpg,generation-viii,Generation VIII,535.0,70.0,95.0,115.0,,,85.0,(use Metal Alloy),"[{""evolves_to"": ""Archaludon"", ""condition"": ""(use Metal Alloy)""}]"
dreepy,Dreepy,"[""Dragon"", ""Ghost""]",https://img.pokemondb.net/sprites/home/normal/2x/dreepy.jpg,generation-viii,Generation VIII,270.0,28.0,60.0,30.0,,,82.0,(Level 50),"[{""evolves_to"": ""Drakloak"", ""condition"": ""(Level 50)""}]"
drakloak,Drakloak,"[""Dragon"", ""Ghost""]",https://img.pokemondb.net/sprites/home/normal/2x/drakloak.jpg,generation-viii,Generation VIII,410.0,68.0,80.0,50.0,,,102.0,(Level 60),"[{""evolves_to"": ""Dragapult"", ""condition"": ""(Level 60)""}]"
dragapult,Dragapult,"[""Dragon"", ""Ghost""]",https://img.pokemondb.net/sprites/home/normal/2x/dragapult.jpg,generation-viii,Generation VIII,600.0,88.0,120.0,75.0,,,142.0,,[]
zacian,Zacian,"[""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/zacian.jpg,generation-viii,Generation VIII,,,,,,,,,
zamazenta,Zamazenta,"[""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/zamazenta.jpg,generation-viii,Generation VIII,,,,,,,,,
eternatus,Eternatus,"[""Poison"", ""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/eternatus.jpg,generation-viii,Generation VIII,690.0,140.0,85.0,95.0,,,130.0,,
kubfu,Kubfu,"[""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/kubfu.jpg,generation-viii,Generation VIII,385.0,60.0,90.0,60.0,,,72.0,,[]
urshifu,Urshifu,"[""Fighting"", ""Dark""]",https://img.pokemondb.net/sprites/home/normal/2x/urshifu.jpg,generation-viii,Generation VIII,,,,,,,,,
zarude,Zarude,"[""Dark"", ""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/zarude.jpg,generation-viii,Generation VIII,600.0,105.0,120.0,105.0,,,105.0,,
regieleki,Regieleki,"[""Electric""]",https://img.pokemondb.net/sprites/home/normal/2x/regieleki.jpg,generation-viii,Generation VIII,580.0,80.0,100.0,50.0,,,200.0,,
regidrago,Regidrago,"[""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/regidrago.jpg,generation-viii,Generation VIII,580.0,200.0,100.0,50.0,,,80.0,,
glastrier,Glastrier,"[""Ice""]",https://img.pokemondb.net/sprites/home/normal/2x/glastrier.jpg,generation-viii,Generation VIII,580.0,100.0,145.0,130.0,,,30.0,,
spectrier,Spectrier,"[""Ghost""]",https://img.pokemondb.net/sprites/home/normal/2x/spectrier.jpg,generation-viii,Generation VIII,580.0,100.0,65.0,60.0,,,130.0,,
calyrex,Calyrex,"[""Psychic"", ""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/calyrex.jpg,generation-viii,Generation VIII,500.0,100.0,80.0,80.0,,,80.0,,
wyrdeer,Wyrdeer,"[""Normal"", ""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/wyrdeer.jpg,generation-viii,Generation VIII,525.0,103.0,105.0,72.0,,,65.0,,[]
kleavor,Kleavor,"[""Bug"", ""Rock""]",https://img.pokemondb.net/sprites/home/normal/2x/kleavor.jpg,generation-viii,Generation VIII,500.0,70.0,135.0,95.0,,,85.0,,[]
ursaluna,Ursaluna,"[""Ground"", ""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/ursaluna.jpg,generation-viii,Generation VIII,550.0,130.0,140.0,105.0,,,50.0,,[]
basculegion,Basculegion,"[""Water"", ""Ghost""]",https://img.pokemondb.net/sprites/home/normal/2x/basculegion.jpg,generation-viii,Generation VIII,,,,,,,,,
